Transaction Date,Post Date,Description,Category,Type,Amount,Memo
2/11/2022,2/13/2022,CHARLOTTE BAKERY INC,Food & Drink,Sale,-49.76,
2/12/2022,2/13/2022,LS KERMITS KEY WEST KE,Groceries,Sale,-13.12,
2/10/2022,2/13/2022,THE MOXY SOUTH BEACH F,Food & Drink,Sale,-153.26,
2/11/2022,2/11/2022,SQ *SHARE YOUR VIBES,Entertainment,Sale,-24.4,
2/9/2022,2/11/2022,PAULI'S,Food & Drink,Sale,-3.48,
2/10/2022,2/11/2022,MIU'S TEA,Food & Drink,Sale,-7.76,
2/9/2022,2/11/2022,SOUTH BEACH FOOD MARKET &amp;,Groceries,Sale,-35.81,
2/10/2022,2/10/2022,Offer:Shake Shack (New,Fees & Adjustments,Adjustment,0.88,
2/8/2022,2/10/2022,THE WILD DUCK,Food & Drink,Sale,-12.99,
2/9/2022,2/10/2022,SQ *WALK UP COFFEE,Food & Drink,Sale,-10.5,
2/6/2022,2/7/2022,MARSHALLS #0660,Shopping,Sale,-56.77,
2/6/2022,2/7/2022,SQ *SHAKE SHACK,Food & Drink,Sale,-8.76,
2/5/2022,2/7/2022,REI #80 BOSTON,Shopping,Sale,-73.79,
2/5/2022,2/7/2022,PREMIERE BROADWAY,Food & Drink,Sale,-37.88,
2/5/2022,2/6/2022,TST* THE JUNGLE,Food & Drink,Sale,-14.4,
2/5/2022,2/6/2022,TURO INC.* TRIP FEB 11,Travel,Sale,-698.62,
2/3/2022,2/6/2022,DIG INN - DOWNTOWN CROSSI,Food & Drink,Sale,-32.5,
2/4/2022,2/6/2022,NORTH END CLEANERS,Personal,Sale,-32,
2/2/2022,2/4/2022,JETBLUE     2792182713997,Travel,Return,97.19,
2/3/2022,2/4/2022,CVS/PHARMACY #01900,Health & Wellness,Sale,-13.98,
2/3/2022,2/4/2022,GOING BANANAS,Groceries,Sale,-9.98,
1/31/2022,1/31/2022,Offer:Starbucks,Fees & Adjustments,Adjustment,0.19,
1/31/2022,1/31/2022,Offer:Starbucks,Fees & Adjustments,Adjustment,0.48,
1/30/2022,1/31/2022,DRIZLY  PARADISE LIQU,Food & Drink,Sale,-156.86,
1/30/2022,1/31/2022,DRIZLY  INC.,Shopping,Sale,-1.99,
1/29/2022,1/30/2022,THE LITTLE WOODY,Food & Drink,Sale,-25.72,
1/29/2022,1/30/2022,TST* ZOOKZ - BILTMORE,Food & Drink,Sale,-8.67,
1/29/2022,1/30/2022,TST* CHELSEA S KITCHEN,Food & Drink,Sale,-18.2,
1/27/2022,1/30/2022,QT 485,Gas,Sale,-32.98,
1/27/2022,1/30/2022,COP PARKING METER,Bills & Utilities,Sale,-3,
1/28/2022,1/30/2022,2GILA RVR ARNA11357308,Food & Drink,Sale,-39.06,
1/28/2022,1/30/2022,BOTTLED BLONDE,Food & Drink,Sale,-57.24,
1/28/2022,1/30/2022,BOTTLED BLONDE,Food & Drink,Sale,-37.4,
1/28/2022,1/30/2022,SQ *HAVA JAVA COFFEE HOUS,Food & Drink,Sale,-6.27,
1/27/2022,1/30/2022,UNITED      0162390935007,Travel,Sale,-137.6,
1/26/2022,1/28/2022,STARBUCKS STORE 02836,Food & Drink,Sale,-3.86,
1/26/2022,1/28/2022,STARBUCKS STORE 02836,Food & Drink,Sale,-9.67,
1/26/2022,1/27/2022,DUNKIN #336536 Q35,Food & Drink,Sale,-12.59,
1/26/2022,1/27/2022,HTTP://WWW.GOGOAIR.COM,Bills & Utilities,Sale,-8.5,
1/26/2022,1/27/2022,Viasat In-Flight Wi-Fi,Bills & Utilities,Sale,-15,
1/26/2022,1/27/2022,SA BAI FRESH,Food & Drink,Sale,-16.9,
1/25/2022,1/26/2022,DUNKIN #308352 Q35,Food & Drink,Sale,-3.37,
1/25/2022,1/26/2022,BERKSHIRE FARMS A,Food & Drink,Sale,-18.46,
1/24/2022,1/25/2022,GOING BANANAS,Groceries,Sale,-11.35,
1/23/2022,1/25/2022,PAULI'S,Food & Drink,Sale,-8.01,
1/22/2022,1/24/2022,ERNESTO'S PIZZA,Food & Drink,Sale,-13.31,
1/22/2022,1/24/2022,PAULI'S,Food & Drink,Sale,-8.82,
1/21/2022,1/23/2022,SQ *WALK UP COFFEE,Food & Drink,Sale,-4.8,
1/21/2022,1/23/2022,RMV AAA BOSTON,Bills & Utilities,Sale,-50,
1/21/2022,1/23/2022,GOING BANANAS,Groceries,Sale,-8.83,
1/22/2022,1/23/2022,POLKADOG,Shopping,Sale,-28.5,
1/21/2022,1/21/2022,TICKETMASTER GIFT CARD,Entertainment,Sale,-100,
1/20/2022,1/21/2022,NORTHEND FISH SUSHI,Food & Drink,Sale,-48.34,
1/19/2022,1/19/2022,Payment Thank You Bill Pa,,Payment,780,
1/17/2022,1/18/2022,AMERICAN AIR0012325495354,Travel,Sale,-68.6,
1/16/2022,1/18/2022,DAVE &amp; BUSTERS #84 WOBUR,Food & Drink,Sale,-20.21,
1/17/2022,1/18/2022,GOING BANANAS,Groceries,Sale,-17.9,
1/17/2022,1/18/2022,DELTA AIR   0062493037585,Travel,Sale,-48.6,
1/14/2022,1/17/2022,Bricco,Food & Drink,Sale,-100.31,
1/16/2022,1/17/2022,DAVE &amp; BUSTERS #84 PWC,Entertainment,Sale,-35,
1/15/2022,1/16/2022,TST* TIKI ROCK - BOSTON,Food & Drink,Sale,-71.82,
1/15/2022,1/16/2022,SQ *COLONIAL THEATRE,Entertainment,Sale,-80.8,
1/15/2022,1/16/2022,BRIGHTON CAFE,Food & Drink,Sale,-36.15,
1/15/2022,1/16/2022,AMZN Mktp US*1S45S0FS3,Shopping,Sale,-18.05,
1/13/2022,1/16/2022,Neptune Oyster,Food & Drink,Sale,-121.6,
1/12/2022,1/14/2022,JETBLUE     2792182300779,Travel,Sale,-207.2,
1/12/2022,1/13/2022,AMZN Mktp US*DI4VI28X3,Shopping,Sale,-21.09,
1/11/2022,1/12/2022,AMZN Mktp US*0H7Z32OM3,Shopping,Sale,-18.66,
1/11/2022,1/11/2022,Payment Thank You Bill Pa,,Payment,1010,
1/10/2022,1/11/2022,AMZN Mktp US,Shopping,Return,81.67,
1/3/2022,1/4/2022,SQ *ALBA PRODUCE,Groceries,Sale,-7,
1/3/2022,1/4/2022,GOING BANANAS,Groceries,Sale,-16.97,
1/2/2022,1/3/2022,GOING BANANAS,Groceries,Sale,-18.17,
1/2/2022,1/3/2022,GOING BANANAS,Groceries,Sale,-1.69,
12/30/2021,1/2/2022,Alden and Harlow,Food & Drink,Sale,-62.91,
1/1/2022,1/2/2022,0504 AMC ASSEMBLY ROW 12,Entertainment,Sale,-21.37,
1/1/2022,1/2/2022,PIZZERIA REGINA NORTH END,Food & Drink,Sale,-17.84,
12/31/2021,1/2/2022,STAR MARKET #3696,Groceries,Sale,-209.25,
